Record_ID,Timestamp,Building,Floor,Zone,Connected_Users,Bandwidth_Usage_MB,Download_Speed_Mbps,Upload_Speed_Mbps,Latency_ms,Packet_Loss_Percent,Signal_Strength_dBm,Weather,Event_Occurring,Congestion_Status,Traffic_Level,Network_Health
7006,2025-12-23 05:18:00,MAIN_BLOCK,FLOOR1,Auditorium,79,828.39,106.55,55.25,59.35,2.67,-44.0,Sunny,No_Event,Low,Light,Excellent
7007,2025-03-15 08:18:00,BUS_AREA,GROUND,Bus Bay,112,888.14,88.4,47.0,80.8,4.37,-50.0,Rainy,Thiran,Medium,Moderate,Good
7008,2025-11-23 13:20:00,MECH_BLOCK,GROUND,Lab,189,1852.17,46.05,27.75,130.85,5.1,-50.0,Cloudy,No_Event,High,Heavy,Poor
7009,2025-03-21 08:22:00,AI_BLOCK,FLOOR1,ML Lab,85,1191.47,103.25,53.75,63.25,3.0,-80.0,Sunny,FlashMob,Low,Light,Good
7010,2025-05-10 12:13:00,AI_BLOCK,FLOOR1,ML Lab,124,1749.74,81.8,44.0,88.6,3.4,-43.0,Sunny,No_Event,Medium,Moderate,Good
7011,2025-04-29 13:26:00,AI_BLOCK,FLOOR2,Vista Hall,351,4858.79,8.0,5.0,236.15,8.29,-64.0,Sunny,Freshwarite,High,Heavy,Poor
7012,2025-05-14 21:51:00,AI_BLOCK,FLOOR3,Data Visualization Lab,65,397.58,114.25,58.75,50.25,3.11,-52.0,Sunny,No_Event,Low,Light,Excellent
7013,2025-11-14 17:01:00,MECH_BLOCK,FLOOR1,Classroom,48,312.46,123.6,63.0,39.2,1.52,-75.0,Sunny,Thiran,Low,Light,Excellent
7014,2025-02-03 07:20:00,MAIN_BLOCK,GROUND,Library,60,631.41,117.0,60.0,47.0,3.06,-79.0,Cloudy,No_Event,Low,Light,Excellent
7015,2025-08-20 05:00:00,AI_BLOCK,FLOOR2,GenAI Lab,76,823.23,108.2,56.0,57.4,3.66,-53.0,Sunny,No_Event,Low,Light,Excellent
7016,2025-01-03 16:23:00,MAIN_BLOCK,FLOOR3,Classroom,138,1475.52,74.1,40.5,97.7,3.42,-42.0,Cloudy,FlashMob,Medium,Moderate,Good
7017,2025-06-23 13:57:00,AI_BLOCK,FLOOR2,Classroom,74,553.08,109.3,56.5,56.1,2.2,-41.0,Cloudy,No_Event,Low,Light,Excellent
7018,2025-01-10 22:23:00,HOSTEL_GIRLS,GROUND,Hostel,252,2436.88,11.4,12.0,171.8,7.43,-79.0,Sunny,No_Event,High,Heavy,Poor
7019,2025-06-25 18:18:00,MECH_BLOCK,GROUND,Lab,100,1013.08,95.0,50.0,73.0,3.57,-50.0,Cloudy,No_Event,Medium,Moderate,Good
7020,2025-02-16 07:25:00,MAIN_BLOCK,FLOOR1,Classroom,83,608.58,104.35,54.25,61.95,3.96,-54.0,Cloudy,No_Event,Low,Light,Good
7021,2025-02-16 22:20:00,AI_BLOCK,FLOOR3,Data Visualization Lab,102,626.77,93.9,49.5,74.3,4.2,-52.0,Cloudy,Thiran,Medium,Moderate,Good
7022,2025-10-22 08:24:00,MAIN_BLOCK,FLOOR2,IT Project Lab,77,1075.92,107.65,55.75,58.05,2.81,-45.0,Cloudy,Culturals,Low,Light,Excellent
7023,2025-11-28 00:53:00,MAIN_BLOCK,FLOOR3,Classroom,85,687.91,103.25,53.75,63.25,2.85,-77.0,Sunny,Freshwarite,Low,Light,Good
7024,2025-02-05 09:59:00,AI_BLOCK,FLOOR1,Classroom,135,1243.3,75.75,41.25,95.75,4.56,-41.0,Sunny,Thiran,Medium,Moderate,Good
7025,2025-12-20 22:21:00,AMENITY,GROUND,Food Court,94,823.44,98.3,51.5,69.1,3.06,-68.0,Rainy,No_Event,Low,Light,Good
7026,2025-07-11 20:20:00,AI_BLOCK,FLOOR1,ML Lab,107,822.74,91.15,48.25,77.55,3.8,-61.0,Rainy,No_Event,Medium,Moderate,Good
7027,2025-05-17 03:16:00,MAIN_BLOCK,FLOOR2,Computer Lab,46,522.38,124.7,63.5,37.9,2.77,-70.0,Sunny,No_Event,Low,Light,Excellent
7028,2025-07-08 22:14:00,MECH_BLOCK,GROUND,CAD Lab,65,526.57,114.25,58.75,50.25,2.94,-78.0,Rainy,No_Event,Low,Light,Excellent
7029,2025-04-16 11:25:00,HOSTEL_BOYS,GROUND,Hostel,102,860.83,93.9,49.5,74.3,4.46,-48.0,Cloudy,No_Event,Medium,Moderate,Good
7030,2025-09-06 06:44:00,HOSTEL_GIRLS,GROUND,Hostel,88,746.65,101.6,53.0,65.2,3.76,-40.0,Sunny,No_Event,Low,Light,Good
7031,2025-12-28 07:42:00,MAIN_BLOCK,FLOOR2,Computer Lab,80,1088.42,106.0,55.0,60.0,3.41,-65.0,Cloudy,Culturals,Low,Light,Good
7032,2025-05-29 20:39:00,MECH_BLOCK,FLOOR2,Lab,76,600.65,108.2,56.0,57.4,2.29,-72.0,Cloudy,No_Event,Low,Light,Excellent
7033,2025-04-24 12:22:00,AI_BLOCK,FLOOR1,Classroom,191,2776.23,44.95,27.25,132.15,5.73,-60.0,Cloudy,FlashMob,High,Heavy,Poor
7034,2025-02-21 09:36:00,MAIN_BLOCK,FLOOR3,Classroom,126,1304.35,80.7,43.5,89.9,4.2,-79.0,Cloudy,No_Event,Medium,Moderate,Good
7035,2025-04-10 22:27:00,MAIN_BLOCK,FLOOR2,IT Project Lab,106,647.73,91.7,48.5,76.9,3.36,-36.0,Cloudy,No_Event,Medium,Moderate,Good
7036,2025-11-18 21:24:00,AI_BLOCK,FLOOR2,Classroom,84,1043.42,103.8,54.0,62.6,3.09,-54.0,Rainy,No_Event,Low,Light,Good
7037,2025-02-13 05:18:00,MARIO,GROUND,Snack Corner,61,673.39,116.45,59.75,47.65,3.68,-47.0,Rainy,No_Event,Low,Light,Excellent
7038,2025-03-17 03:43:00,AI_BLOCK,GROUND,Robospace,56,722.74,119.2,61.0,44.4,3.07,-79.0,Sunny,No_Event,Low,Light,Excellent
7039,2025-05-27 10:01:00,AI_BLOCK,FLOOR3,Data Visualization Lab,193,2830.51,43.85,26.75,133.45,4.86,-73.0,Sunny,No_Event,High,Heavy,Poor
7040,2025-01-31 09:53:00,MECH_BLOCK,FLOOR1,Classroom,140,1168.52,73.0,40.0,99.0,4.57,-64.0,Sunny,No_Event,Medium,Moderate,Good
7041,2025-01-11 09:04:00,BUS_AREA,GROUND,Bus Bay,88,1214.05,101.6,53.0,65.2,3.03,-55.0,Sunny,No_Event,Low,Light,Good
7042,2025-11-10 12:14:00,MAIN_BLOCK,GROUND,Library,210,2004.29,34.5,22.5,144.5,6.52,-80.0,Cloudy,FlashMob,High,Heavy,Poor
7043,2025-09-04 20:00:00,MAIN_BLOCK,FLOOR2,IT Project Lab,53,759.25,120.85,61.75,42.45,2.9,-49.0,Rainy,Freshwarite,Low,Light,Excellent
7044,2025-03-28 08:04:00,MAIN_BLOCK,FLOOR2,Computer Lab,60,679.55,117.0,60.0,47.0,2.52,-55.0,Rainy,No_Event,Low,Light,Excellent
7045,2025-05-06 21:12:00,AI_BLOCK,FLOOR2,GenAI Lab,54,643.58,120.3,61.5,43.1,1.79,-56.0,Rainy,No_Event,Low,Light,Excellent
7046,2025-02-22 20:39:00,AI_BLOCK,FLOOR2,GenAI Lab,55,709.56,119.75,61.25,43.75,2.04,-58.0,Rainy,Thiran,Low,Light,Excellent
7047,2025-08-12 01:37:00,AI_BLOCK,FLOOR3,Cyber Lab,77,653.83,107.65,55.75,58.05,2.63,-64.0,Cloudy,Thiran,Low,Light,Excellent
7048,2025-10-07 04:34:00,AI_BLOCK,GROUND,Robospace,118,996.63,85.1,45.5,84.7,4.8,-36.0,Cloudy,No_Event,Medium,Moderate,Good
7049,2025-11-17 19:29:00,MECH_BLOCK,FLOOR2,Library,47,545.12,124.15,63.25,38.55,2.42,-46.0,Sunny,Thiran,Low,Light,Excellent
7050,2025-09-08 01:29:00,MECH_BLOCK,FLOOR3,Lab,74,1003.87,109.3,56.5,56.1,3.7,-37.0,Cloudy,Freshwarite,Low,Light,Excellent
7051,2025-06-17 23:52:00,MAIN_BLOCK,GROUND,Library,42,475.36,126.9,64.5,35.3,2.47,-39.0,Sunny,No_Event,Low,Light,Excellent
7052,2025-01-26 17:50:00,AI_BLOCK,FLOOR1,ML Lab,78,985.09,107.1,55.5,58.7,3.54,-66.0,Cloudy,No_Event,Low,Light,Excellent
7053,2025-04-24 10:19:00,HOSTEL_GIRLS,GROUND,Hostel,92,576.57,99.4,52.0,67.8,2.36,-57.0,Rainy,FlashMob,Low,Light,Good
7054,2025-10-19 14:48:00,MAIN_BLOCK,GROUND,Library,183,1280.89,49.35,29.25,126.95,5.88,-57.0,Cloudy,No_Event,High,Heavy,Poor
7055,2025-09-26 02:05:00,AI_BLOCK,GROUND,Robospace,91,1248.19,99.95,52.25,67.15,2.88,-57.0,Rainy,No_Event,Low,Light,Good
7056,2025-09-26 12:13:00,MAIN_BLOCK,FLOOR2,Code Studio,168,1987.66,57.6,33.0,117.2,4.94,-73.0,Rainy,Culturals,Medium,Moderate,Poor
7057,2025-08-01 20:03:00,MAIN_BLOCK,FLOOR3,Classroom,96,880.96,97.2,51.0,70.4,2.46,-44.0,Sunny,No_Event,Low,Light,Good
7058,2025-12-30 04:12:00,AI_BLOCK,GROUND,Robospace,60,849.66,117.0,60.0,47.0,2.48,-58.0,Rainy,Thiran,Low,Light,Excellent
7059,2025-07-04 15:32:00,MAIN_BLOCK,FLOOR1,Auditorium,340,3741.19,8.0,5.0,229.0,9.13,-62.0,Rainy,Thiran,High,Heavy,Poor
7060,2025-06-07 14:59:00,AI_BLOCK,FLOOR3,Cyber Lab,124,932.49,81.8,44.0,88.6,4.13,-67.0,Cloudy,No_Event,Medium,Moderate,Good
7061,2025-04-22 13:39:00,MARIO,GROUND,Snack Corner,222,2586.87,27.9,19.5,152.3,5.82,-68.0,Rainy,Freshwarite,High,Heavy,Poor
7062,2025-01-28 06:34:00,HOSTEL_BOYS,GROUND,Hostel,103,1437.11,93.35,49.25,74.95,3.57,-48.0,Sunny,No_Event,Medium,Moderate,Good
7063,2025-08-04 21:09:00,MECH_BLOCK,FLOOR1,Classroom,93,1297.63,98.85,51.75,68.45,4.05,-78.0,Sunny,Freshwarite,Low,Light,Good
7064,2025-10-24 15:33:00,MECH_BLOCK,GROUND,Lab,96,839.74,97.2,51.0,70.4,4.31,-62.0,Sunny,Thiran,Low,Light,Good
7065,2025-11-26 03:44:00,AI_BLOCK,GROUND,AI Lab,110,768.98,89.5,47.5,79.5,3.68,-77.0,Sunny,No_Event,Medium,Moderate,Good
7066,2025-03-22 04:25:00,AI_BLOCK,FLOOR1,Classroom,100,1448.02,95.0,50.0,73.0,4.33,-51.0,Rainy,No_Event,Medium,Moderate,Good
7067,2025-12-14 03:16:00,BUS_AREA,GROUND,Bus Bay,62,676.34,115.9,59.5,48.3,2.11,-66.0,Cloudy,No_Event,Low,Light,Excellent
7068,2025-04-01 13:02:00,AI_BLOCK,FLOOR2,GenAI Lab,195,1308.43,42.75,26.25,134.75,5.65,-77.0,Rainy,Thiran,High,Heavy,Poor
7069,2025-03-05 14:20:00,MAIN_BLOCK,FLOOR2,Code Studio,129,881.14,79.05,42.75,91.85,4.47,-63.0,Rainy,Culturals,Medium,Moderate,Good
7070,2025-04-21 08:52:00,MAIN_BLOCK,FLOOR2,Computer Lab,113,1240.74,95.55,46.75,81.45,3.63,-46.0,Rainy,No_Event,Medium,Moderate,Good
7071,2025-02-21 18:21:00,AMENITY,GROUND,Food Court,66,536.32,113.7,58.5,50.9,3.34,-39.0,Sunny,No_Event,Low,Light,Excellent
7072,2025-07-21 02:22:00,AI_BLOCK,FLOOR2,GenAI Lab,80,525.57,106.0,55.0,60.0,3.26,-74.0,Sunny,No_Event,Low,Light,Good
7073,2025-09-28 10:45:00,MAIN_BLOCK,FLOOR2,Computer Lab,161,2233.71,61.45,34.75,112.65,4.43,-42.0,Sunny,No_Event,Medium,Moderate,Poor
7074,2025-01-17 07:30:00,MAIN_BLOCK,FLOOR3,Classroom,74,1047.74,109.3,56.5,56.1,2.45,-43.0,Sunny,No_Event,Low,Light,Excellent
7075,2025-09-20 15:32:00,AI_BLOCK,FLOOR2,Synapse Studio,244,1519.74,15.8,14.0,166.6,7.24,-51.0,Sunny,Culturals,High,Heavy,Poor
7076,2025-01-26 01:01:00,HOSTEL_BOYS,GROUND,Hostel,117,760.28,85.65,45.75,84.05,4.02,-74.0,Sunny,Thiran,Medium,Moderate,Good
7077,2025-12-13 14:25:00,AI_BLOCK,FLOOR2,Classroom,129,1280.05,79.05,42.75,91.85,3.21,-58.0,Sunny,FlashMob,Medium,Moderate,Good
7078,2025-10-27 13:31:00,MECH_BLOCK,GROUND,Lab,130,1932.45,78.5,42.5,92.5,3.23,-49.0,Cloudy,FlashMob,Medium,Moderate,Good
7079,2025-10-17 23:47:00,MAIN_BLOCK,FLOOR1,Auditorium,107,1306.81,91.15,48.25,77.55,3.94,-76.0,Sunny,No_Event,Medium,Moderate,Good
7080,2025-10-14 07:01:00,HOSTEL_GIRLS,GROUND,Hostel,95,1317.74,97.75,51.25,69.75,2.71,-58.0,Sunny,Culturals,Low,Light,Good
7081,2025-04-08 02:41:00,AI_BLOCK,GROUND,AI Lab,57,563.03,118.65,60.75,45.05,1.89,-37.0,Cloudy,FlashMob,Low,Light,Excellent
7082,2025-03-25 14:57:00,AI_BLOCK,FLOOR2,Synapse Studio,135,1383.8,75.75,41.25,95.75,3.91,-63.0,Cloudy,No_Event,Medium,Moderate,Good
7083,2025-04-19 10:05:00,AI_BLOCK,FLOOR1,ML Lab,166,1766.33,58.7,33.5,115.9,5.12,-49.0,Rainy,No_Event,Medium,Moderate,Poor
7084,2025-03-12 23:50:00,AI_BLOCK,FLOOR1,Classroom,109,1373.72,90.05,47.75,78.85,4.49,-67.0,Sunny,No_Event,Medium,Moderate,Good
7085,2025-03-08 05:58:00,MAIN_BLOCK,GROUND,Classroom,82,1122.33,104.9,54.5,61.3,3.72,-55.0,Sunny,Culturals,Low,Light,Good
7086,2025-11-06 03:41:00,AMENITY,GROUND,Music Room,96,1076.62,97.2,51.0,70.4,4.27,-58.0,Rainy,No_Event,Low,Light,Good
7087,2025-08-25 05:38:00,AI_BLOCK,FLOOR2,Synapse Studio,105,1443.99,92.25,48.75,76.25,4.27,-80.0,Rainy,No_Event,Medium,Moderate,Good
7088,2025-05-27 09:39:00,HOSTEL_GIRLS,GROUND,Hostel,96,1136.01,97.2,51.0,70.4,4.23,-44.0,Cloudy,No_Event,Low,Light,Good
7089,2025-04-19 07:32:00,MAIN_BLOCK,FLOOR1,Classroom,85,527.71,103.25,53.75,63.25,3.85,-54.0,Sunny,Thiran,Low,Light,Good
7090,2025-04-05 03:08:00,MAIN_BLOCK,GROUND,Library,68,472.58,112.6,58.0,52.2,2.18,-44.0,Sunny,Freshwarite,Low,Light,Excellent
7091,2025-06-29 07:49:00,MECH_BLOCK,FLOOR2,Library,50,335.32,122.5,62.5,40.5,2.58,-48.0,Cloudy,No_Event,Low,Light,Excellent
7092,2025-06-20 07:39:00,MAIN_BLOCK,GROUND,Chemistry Lab,81,1082.76,105.45,54.75,60.65,2.13,-74.0,Sunny,Freshwarite,Low,Light,Good
7093,2025-10-24 07:17:00,AI_BLOCK,FLOOR2,GenAI Lab,53,765.84,120.85,61.75,42.45,3.38,-54.0,Sunny,No_Event,Low,Light,Excellent
7094,2025-04-17 05:19:00,MAIN_BLOCK,FLOOR1,Auditorium,260,3084.0,8.0,10.0,177.0,6.74,-66.0,Rainy,Thiran,High,Heavy,Poor
7095,2025-02-25 22:34:00,MAIN_BLOCK,FLOOR1,Classroom,116,800.59,86.2,46.0,83.4,4.7,-80.0,Rainy,FlashMob,Medium,Moderate,Good
7096,2025-02-13 18:11:00,MECH_BLOCK,GROUND,Lab,80,833.67,106.0,55.0,60.0,2.73,-69.0,Cloudy,Thiran,Low,Light,Good
7097,2025-01-06 14:16:00,AI_BLOCK,FLOOR2,GenAI Lab,121,1256.43,83.45,44.75,86.65,4.29,-78.0,Cloudy,No_Event,Medium,Moderate,Good
7098,2025-01-24 15:17:00,MECH_BLOCK,GROUND,FABLAB,124,1580.27,81.8,44.0,88.6,4.87,-52.0,Cloudy,No_Event,Medium,Moderate,Good
7099,2025-08-11 18:43:00,MECH_BLOCK,FLOOR1,Classroom,47,401.23,124.15,63.25,38.55,2.24,-40.0,Rainy,No_Event,Low,Light,Excellent
7100,2025-11-24 11:19:00,MECH_BLOCK,GROUND,Lab,102,1459.86,93.9,49.5,74.3,3.14,-64.0,Cloudy,Culturals,Medium,Moderate,Good
7101,2025-09-08 15:58:00,HOSTEL_BOYS,GROUND,Hostel,70,462.37,111.5,57.5,53.5,2.17,-65.0,Sunny,Culturals,Low,Light,Excellent
7102,2025-11-14 07:25:00,MAIN_BLOCK,FLOOR3,Cybernet Lab,45,319.84,125.25,63.75,37.25,1.6,-58.0,Cloudy,No_Event,Low,Light,Excellent
7103,2025-03-18 05:28:00,AI_BLOCK,FLOOR3,Cyber Lab,64,562.84,114.8,59.0,49.6,3.44,-40.0,Sunny,Thiran,Low,Light,Excellent
7104,2025-03-08 00:50:00,HOSTEL_BOYS,GROUND,Hostel,56,474.6,119.2,61.0,44.4,1.89,-56.0,Rainy,No_Event,Low,Light,Excellent
7105,2025-05-18 00:16:00,BUS_AREA,GROUND,Bus Bay,93,783.28,98.85,51.75,68.45,2.89,-58.0,Cloudy,No_Event,Low,Light,Good
7106,2025-05-17 17:58:00,BUS_AREA,GROUND,Bus Bay,90,635.97,100.5,52.5,66.5,3.92,-68.0,Cloudy,No_Event,Low,Light,Good
7107,2025-10-04 19:59:00,MAIN_BLOCK,FLOOR3,Cybernet Lab,86,1256.3,102.7,53.5,63.9,2.32,-37.0,Rainy,No_Event,Low,Light,Good
7108,2025-05-23 11:24:00,MAIN_BLOCK,GROUND,Library,144,2057.05,70.8,39.0,101.6,3.65,-80.0,Rainy,No_Event,Medium,Moderate,Poor
7109,2025-11-21 08:36:00,HOSTEL_GIRLS,GROUND,Hostel,110,1112.24,89.5,47.5,79.5,4.07,-61.0,Cloudy,No_Event,Medium,Moderate,Good
7110,2025-12-07 13:45:00,AI_BLOCK,FLOOR2,Synapse Studio,347,3153.02,8.0,5.0,233.55,7.55,-53.0,Cloudy,Freshwarite,High,Heavy,Poor
7111,2025-04-09 11:46:00,MECH_BLOCK,GROUND,Lab,160,1656.3,62.0,35.0,112.0,4.47,-48.0,Rainy,No_Event,Medium,Moderate,Poor
7112,2025-01-29 14:11:00,AMENITY,GROUND,Food Court,252,2608.2,11.4,12.0,171.8,6.39,-61.0,Sunny,No_Event,High,Heavy,Poor
7113,2025-10-07 11:00:00,AI_BLOCK,GROUND,Robospace,138,1442.45,95.55,40.5,97.7,4.88,-76.0,Sunny,No_Event,Medium,Moderate,Good
7114,2025-09-12 11:01:00,MECH_BLOCK,GROUND,FABLAB,199,2034.22,40.55,25.25,137.35,5.23,-78.0,Rainy,No_Event,High,Heavy,Poor
7115,2025-11-26 19:42:00,MECH_BLOCK,FLOOR2,Lab,40,565.13,128.0,65.0,34.0,1.75,-77.0,Cloudy,No_Event,Low,Light,Excellent
7116,2025-07-16 07:12:00,AI_BLOCK,FLOOR1,ML Lab,78,971.09,107.1,55.5,58.7,2.87,-40.0,Sunny,Thiran,Low,Light,Excellent
7117,2025-08-30 23:20:00,AMENITY,GROUND,Food Court,85,614.37,103.25,53.75,63.25,3.84,-63.0,Rainy,No_Event,Low,Light,Good
7118,2025-06-11 15:50:00,AI_BLOCK,FLOOR1,ML Lab,97,701.09,96.65,50.75,71.05,3.14,-79.0,Sunny,Freshwarite,Low,Light,Good
7119,2025-01-22 18:36:00,MECH_BLOCK,GROUND,CAD Lab,42,492.11,126.9,64.5,35.3,2.9,-57.0,Sunny,No_Event,Low,Light,Excellent
7120,2025-02-24 10:34:00,AI_BLOCK,FLOOR2,Classroom,197,2000.38,41.65,25.75,136.05,5.13,-60.0,Sunny,Freshwarite,High,Heavy,Poor
7121,2025-06-04 01:32:00,MAIN_BLOCK,FLOOR1,Auditorium,195,1557.14,42.75,26.25,134.75,4.56,-61.0,Sunny,Freshwarite,High,Heavy,Poor
7122,2025-04-08 09:51:00,MAIN_BLOCK,FLOOR1,Classroom,157,1473.08,63.65,35.75,110.05,4.04,-76.0,Cloudy,Freshwarite,Medium,Moderate,Poor
7123,2025-05-27 17:31:00,MECH_BLOCK,FLOOR2,Lab,57,555.6,118.65,60.75,45.05,2.15,-55.0,Cloudy,Culturals,Low,Light,Excellent
7124,2025-07-02 23:42:00,AI_BLOCK,FLOOR2,GenAI Lab,99,919.91,95.55,50.25,72.35,2.9,-58.0,Sunny,Thiran,Low,Light,Good
7125,2025-10-29 03:44:00,AMENITY,GROUND,Music Room,117,1357.8,85.65,45.75,84.05,3.49,-38.0,Sunny,No_Event,Medium,Moderate,Good
7126,2025-06-28 05:06:00,MAIN_BLOCK,GROUND,Chemistry Lab,101,1404.51,94.45,49.75,73.65,2.65,-66.0,Cloudy,Culturals,Medium,Moderate,Good
7127,2025-11-15 15:16:00,MECH_BLOCK,GROUND,FABLAB,74,1057.82,109.3,56.5,56.1,2.17,-58.0,Cloudy,Thiran,Low,Light,Excellent
7128,2025-01-30 11:03:00,MARIO,GROUND,Snack Corner,104,1057.56,92.8,49.0,75.6,3.11,-71.0,Rainy,No_Event,Medium,Moderate,Good
7129,2025-07-21 08:51:00,AMENITY,GROUND,Music Room,80,513.0,106.0,55.0,60.0,3.98,-53.0,Sunny,FlashMob,Low,Light,Good
7130,2025-04-27 20:26:00,AMENITY,GROUND,Food Court,95,1288.64,97.75,51.25,69.75,3.06,-71.0,Cloudy,No_Event,Low,Light,Good
7131,2025-10-27 00:19:00,MECH_BLOCK,GROUND,Lab,41,532.51,127.45,64.75,34.65,1.66,-42.0,Rainy,Culturals,Low,Light,Excellent
7132,2025-08-24 12:33:00,AI_BLOCK,FLOOR3,Cyber Lab,170,1834.44,56.5,32.5,118.5,4.8,-65.0,Cloudy,No_Event,Medium,Moderate,Poor
7133,2025-02-25 03:50:00,AI_BLOCK,GROUND,AI Lab,49,669.73,123.05,62.75,39.85,3.39,-49.0,Rainy,FlashMob,Low,Light,Excellent
7134,2025-10-14 03:23:00,MAIN_BLOCK,FLOOR1,Classroom,61,443.08,116.45,59.75,47.65,1.88,-40.0,Rainy,No_Event,Low,Light,Excellent
7135,2025-08-27 10:24:00,AI_BLOCK,FLOOR2,GenAI Lab,217,2753.76,30.65,20.75,149.05,6.06,-71.0,Cloudy,Freshwarite,High,Heavy,Poor
7136,2025-11-07 09:10:00,MAIN_BLOCK,FLOOR1,Classroom,193,1823.79,43.85,26.75,133.45,5.57,-61.0,Rainy,No_Event,High,Heavy,Poor
7137,2025-10-15 19:38:00,AI_BLOCK,FLOOR2,Vista Hall,261,2552.06,8.0,9.75,177.65,7.19,-50.0,Rainy,Freshwarite,High,Heavy,Poor
7138,2025-05-21 20:05:00,AI_BLOCK,FLOOR1,ML Lab,73,1008.81,109.85,56.75,55.45,2.58,-65.0,Sunny,No_Event,Low,Light,Excellent
7139,2025-09-10 08:37:00,MAIN_BLOCK,FLOOR2,Code Studio,42,416.11,126.9,64.5,35.3,2.54,-59.0,Rainy,FlashMob,Low,Light,Excellent
7140,2025-04-28 23:50:00,MECH_BLOCK,FLOOR1,Classroom,44,556.3,125.8,64.0,36.6,3.35,-72.0,Sunny,No_Event,Low,Light,Excellent
7141,2025-12-03 01:24:00,MAIN_BLOCK,FLOOR1,Auditorium,335,2696.7,8.0,5.0,225.75,8.33,-70.0,Cloudy,Culturals,High,Heavy,Poor
7142,2025-04-11 15:35:00,MAIN_BLOCK,FLOOR3,Cybernet Lab,190,1752.92,45.5,27.5,131.5,5.74,-49.0,Sunny,Thiran,High,Heavy,Poor
7143,2025-10-06 13:47:00,MAIN_BLOCK,FLOOR2,IT Project Lab,139,2060.24,73.55,40.25,98.35,4.28,-48.0,Rainy,Freshwarite,Medium,Moderate,Good
7144,2025-09-30 17:38:00,AI_BLOCK,FLOOR2,Vista Hall,278,1782.06,8.0,5.5,188.7,7.06,-70.0,Sunny,Culturals,High,Heavy,Poor
7145,2025-02-06 08:49:00,MAIN_BLOCK,GROUND,Classroom,104,915.01,92.8,49.0,75.6,4.2,-36.0,Sunny,No_Event,Medium,Moderate,Good
7146,2025-04-18 08:39:00,AMENITY,GROUND,Food Court,236,1937.37,20.2,16.0,161.4,5.36,-55.0,Rainy,FlashMob,High,Heavy,Poor
7147,2025-11-25 09:22:00,AI_BLOCK,FLOOR3,Data Visualization Lab,194,2720.75,43.3,26.5,134.1,4.5,-67.0,Cloudy,Thiran,High,Heavy,Poor
7148,2025-05-04 17:28:00,MAIN_BLOCK,FLOOR2,Computer Lab,118,1272.97,85.1,45.5,84.7,3.12,-73.0,Rainy,No_Event,Medium,Moderate,Good
7149,2025-12-29 15:47:00,MAIN_BLOCK,FLOOR1,Classroom,90,1039.42,100.5,52.5,66.5,3.87,-53.0,Sunny,No_Event,Low,Light,Good
7150,2025-01-26 03:30:00,AMENITY,GROUND,Music Room,52,762.5,121.4,62.0,41.8,2.74,-61.0,Rainy,Freshwarite,Low,Light,Excellent
7151,2025-08-28 04:39:00,AI_BLOCK,GROUND,Robospace,83,726.89,104.35,54.25,61.95,3.84,-63.0,Sunny,No_Event,Low,Light,Good
7152,2025-10-14 17:39:00,HOSTEL_BOYS,GROUND,Hostel,83,1060.35,104.35,54.25,61.95,2.74,-61.0,Sunny,No_Event,Low,Light,Good
7153,2025-08-09 20:55:00,MECH_BLOCK,GROUND,FABLAB,56,446.33,119.2,61.0,44.4,3.45,-71.0,Sunny,No_Event,Low,Light,Excellent
7154,2025-02-25 13:53:00,MAIN_BLOCK,FLOOR3,Cybernet Lab,129,1253.96,79.05,42.75,91.85,3.16,-51.0,Rainy,No_Event,Medium,Moderate,Good
7155,2025-09-06 19:33:00,BUS_AREA,GROUND,Bus Bay,61,518.2,116.45,59.75,47.65,2.04,-42.0,Sunny,FlashMob,Low,Light,Excellent
7156,2025-07-22 21:53:00,MAIN_BLOCK,GROUND,Classroom,72,505.52,110.4,57.0,54.8,1.98,-47.0,Cloudy,No_Event,Low,Light,Excellent
7157,2025-12-28 07:23:00,AMENITY,GROUND,Food Court,195,1895.12,42.75,26.25,134.75,4.52,-75.0,Cloudy,Thiran,High,Heavy,Poor
7158,2025-02-15 07:56:00,MAIN_BLOCK,FLOOR2,Computer Lab,87,1134.06,102.15,53.25,64.55,3.42,-61.0,Sunny,No_Event,Low,Light,Good
7159,2025-12-17 11:24:00,AI_BLOCK,FLOOR2,Vista Hall,180,1452.62,51.0,30.0,125.0,4.77,-58.0,Rainy,No_Event,High,Heavy,Poor
7160,2025-05-16 06:22:00,MAIN_BLOCK,FLOOR1,Classroom,104,892.12,92.8,49.0,75.6,2.92,-47.0,Sunny,No_Event,Medium,Moderate,Good
7161,2025-04-15 18:43:00,AI_BLOCK,GROUND,Robospace,80,765.6,106.0,55.0,60.0,3.54,-40.0,Sunny,FlashMob,Low,Light,Good
7162,2025-03-20 04:03:00,MAIN_BLOCK,GROUND,Chemistry Lab,51,564.27,121.95,62.25,41.15,2.8,-76.0,Sunny,FlashMob,Low,Light,Excellent
7163,2025-04-05 18:40:00,AMENITY,GROUND,Music Room,52,459.1,121.4,62.0,41.8,2.77,-56.0,Rainy,No_Event,Low,Light,Excellent
7164,2025-09-28 21:28:00,AI_BLOCK,GROUND,Robospace,85,517.9,103.25,53.75,63.25,3.74,-49.0,Cloudy,No_Event,Low,Light,Good
